target_loss,encoder_loss,confounder_loss,epoch,step
10.113617897033691,11.169361114501953,10.113617897033691,0,49
9.654775619506836,10.678752899169922,9.654775619506836,0,99
9.277156829833984,10.505111694335938,9.277156829833984,0,149
9.165212631225586,10.529946327209473,9.165212631225586,0,199
8.765556335449219,10.134241104125977,8.765556335449219,0,249
8.66279411315918,10.12492561340332,8.66279411315918,0,299
8.471044540405273,9.927148818969727,8.471044540405273,0,349
8.231081008911133,9.948770523071289,8.231081008911133,0,399
8.115191459655762,9.767824172973633,8.115191459655762,0,449
7.968317985534668,9.70468807220459,7.968317985534668,0,499
7.504236221313477,9.438204765319824,7.504236221313477,0,549
7.6118388175964355,9.421817779541016,7.6118388175964355,0,599
7.334880828857422,9.267688751220703,7.334880828857422,0,649
7.095087051391602,9.495672225952148,7.095087051391602,0,699
7.484184265136719,9.187883377075195,7.484184265136719,0,749
6.95809268951416,9.231398582458496,6.95809268951416,1,799
6.78742790222168,9.21395492553711,6.78742790222168,1,849
6.941971778869629,9.281536102294922,6.941971778869629,1,899
6.428470611572266,8.940659523010254,6.428470611572266,1,949
6.142557621002197,8.801740646362305,6.142557621002197,1,999
6.3224053382873535,8.99724292755127,6.3224053382873535,1,1049
6.240820407867432,8.990455627441406,6.240820407867432,1,1099
5.984475135803223,8.971895217895508,5.984475135803223,1,1149
5.7985758781433105,8.716802597045898,5.7985758781433105,1,1199
5.680905818939209,8.788143157958984,5.680905818939209,1,1249
6.264374732971191,8.904510498046875,6.264374732971191,1,1299
5.6072258949279785,8.897404670715332,5.6072258949279785,1,1349
5.686193466186523,9.0401611328125,5.686193466186523,1,1399
4.961674213409424,8.7970609664917,4.961674213409424,1,1449
5.52578067779541,8.855424880981445,5.52578067779541,1,1499
5.4309492111206055,8.711043357849121,5.4309492111206055,1,1549
5.776176452636719,8.656071662902832,5.776176452636719,2,1599
5.012874126434326,8.81483268737793,5.012874126434326,2,1649
5.041412353515625,8.713397979736328,5.041412353515625,2,1699
5.530849456787109,8.914791107177734,5.530849456787109,2,1749
4.63270902633667,8.594192504882812,4.63270902633667,2,1799
4.851592540740967,8.817852020263672,4.851592540740967,2,1849
5.093939781188965,8.876298904418945,5.093939781188965,2,1899
4.308000564575195,8.229827880859375,4.308000564575195,2,1949
5.500229358673096,8.895648956298828,5.500229358673096,2,1999
5.011078357696533,8.965496063232422,5.011078357696533,2,2049
4.379790782928467,8.703153610229492,4.379790782928467,2,2099
5.467295169830322,8.961664199829102,5.467295169830322,2,2149
5.07751989364624,8.974940299987793,5.07751989364624,2,2199
4.607438087463379,8.462703704833984,4.607438087463379,2,2249
3.991234540939331,8.706903457641602,3.991234540939331,2,2299
4.929882049560547,8.718770980834961,4.929882049560547,3,2349
4.553501129150391,8.636672973632812,4.553501129150391,3,2399
4.148719787597656,8.63888931274414,4.148719787597656,3,2449
4.923324108123779,8.717811584472656,4.923324108123779,3,2499
4.40829610824585,8.365068435668945,4.40829610824585,3,2549
4.45745849609375,8.847908020019531,4.45745849609375,3,2599
4.4936676025390625,8.75175666809082,4.4936676025390625,3,2649
4.728631019592285,8.726442337036133,4.728631019592285,3,2699
4.27835750579834,8.527342796325684,4.27835750579834,3,2749
4.740848541259766,8.582539558410645,4.740848541259766,3,2799
5.342708587646484,8.722886085510254,5.342708587646484,3,2849
4.36378288269043,8.632485389709473,4.36378288269043,3,2899
4.554343223571777,8.784326553344727,4.554343223571777,3,2949
3.812281608581543,8.507040023803711,3.812281608581543,3,2999
4.116779327392578,8.731705665588379,4.116779327392578,3,3049
4.745427131652832,8.596688270568848,4.745427131652832,3,3099
4.430809020996094,8.712889671325684,4.430809020996094,4,3149
5.035457611083984,8.925982475280762,5.035457611083984,4,3199
4.845643520355225,8.768821716308594,4.845643520355225,4,3249
4.527494430541992,8.717529296875,4.527494430541992,4,3299
4.986036777496338,8.61391830444336,4.986036777496338,4,3349
3.9789092540740967,8.659904479980469,3.9789092540740967,4,3399
4.903594493865967,8.903756141662598,4.903594493865967,4,3449
4.559749603271484,8.654014587402344,4.559749603271484,4,3499
5.347545623779297,8.880943298339844,5.347545623779297,4,3549
4.044152736663818,8.804996490478516,4.044152736663818,4,3599
5.676191806793213,8.914685249328613,5.676191806793213,4,3649
4.977219581604004,8.598085403442383,4.977219581604004,4,3699
4.641796588897705,8.837955474853516,4.641796588897705,4,3749
3.7728960514068604,8.72542667388916,3.7728960514068604,4,3799
3.9356677532196045,8.577043533325195,3.9356677532196045,4,3849
4.831576347351074,8.821557998657227,4.831576347351074,4,3899
